date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-09-05,Morocco,Netherlands,0,0,Friendly,Home City,Morocco,false
2025-05-24,Netherlands,South Africa,4,0,Continental Cup,Home City,Netherlands,false
2023-06-27,Peru,Norway,2,1,Nations League,Home City,Peru,false
2024-03-13,Australia,Iran,1,0,World Cup,Doha,Australia,true
2023-01-11,South Korea,Netherlands,0,2,World Cup,London,South Korea,true
2021-10-17,Jamaica,Belgium,0,0,Continental Cup,Home City,Jamaica,false
2018-11-24,Peru,Iraq,3,2,Continental Cup,Home City,Peru,false
2020-12-30,Denmark,Tunisia,3,0,Continental Cup,Home City,Denmark,false
2020-03-30,Peru,Uruguay,1,0,Friendly,Home City,Peru,false
2022-06-02,Qatar,Mexico,0,3,WC Qualifier,Home City,Qatar,false
2020-01-02,Uruguay,Serbia,2,1,Friendly,Home City,Uruguay,false
2018-07-15,Morocco,Denmark,5,0,Continental Cup,Home City,Morocco,false
2025-11-01,Tunisia,Mexico,1,0,WC Qualifier,Home City,Tunisia,false
2021-01-15,Iran,Croatia,1,3,Friendly,Home City,Iran,false
2022-03-21,South Africa,Costa Rica,0,2,Continental Cup,Home City,South Africa,false
2018-10-07,Morocco,Switzerland,1,0,WC Qualifier,Home City,Morocco,false
2020-09-23,USA,Colombia,3,1,Friendly,Home City,USA,false
2019-10-14,Spain,Austria,3,0,WC Qualifier,Home City,Spain,false
2023-12-09,Peru,Cameroon,1,0,Friendly,Home City,Peru,false
2019-09-24,Mexico,England,0,2,Nations League,Home City,Mexico,false
2021-10-21,Ecuador,Austria,1,0,World Cup,London,Ecuador,true
2022-09-16,Italy,Belgium,0,0,World Cup,London,Italy,true
2024-01-15,Panama,Norway,3,0,Nations League,Home City,Panama,false
2023-04-10,Tunisia,Iran,2,1,WC Qualifier,Home City,Tunisia,false
2023-06-24,Morocco,Paraguay,6,0,World Cup,Berlin,Morocco,true
2021-12-24,Japan,Germany,0,2,Continental Cup,Home City,Japan,false
2019-04-25,Ecuador,Tunisia,3,0,Friendly,Home City,Ecuador,false
2018-07-24,Canada,Costa Rica,2,0,WC Qualifier,Home City,Canada,false
2019-02-13,England,Uruguay,3,0,Continental Cup,Home City,England,false
2021-01-22,Panama,Serbia,1,3,Nations League,Home City,Panama,false
2019-03-05,Panama,Saudi Arabia,3,1,Friendly,Home City,Panama,false
2020-03-16,Iran,Portugal,1,3,Continental Cup,Home City,Iran,false
2019-03-18,Italy,Peru,4,0,Friendly,Home City,Italy,false
2022-01-06,South Africa,Iran,1,0,Friendly,Home City,South Africa,false
2026-02-20,USA,Paraguay,2,1,Nations League,Home City,USA,false
2025-11-02,United Arab Emirates,Jamaica,2,1,Nations League,Home City,United Arab Emirates,false
2025-01-27,Croatia,Saudi Arabia,1,0,Friendly,Home City,Croatia,false
2021-11-05,Iran,Mexico,2,1,Continental Cup,Home City,Iran,false
2024-06-05,USA,Germany,2,2,Nations League,Home City,USA,false
2022-07-25,Algeria,Netherlands,1,3,Nations League,Home City,Algeria,false
2022-06-25,Egypt,Sweden,1,3,Nations League,Home City,Egypt,false
2021-01-14,Canada,Algeria,1,2,WC Qualifier,Home City,Canada,false
2024-06-04,Netherlands,Belgium,1,2,WC Qualifier,Home City,Netherlands,false
2018-10-05,Netherlands,Italy,0,1,Friendly,Home City,Netherlands,false
2022-05-27,Costa Rica,Canada,1,0,Friendly,Home City,Costa Rica,false
2018-06-28,Qatar,Nigeria,1,1,Continental Cup,Home City,Qatar,false
2020-06-19,Japan,Qatar,1,0,WC Qualifier,Home City,Japan,false
2020-11-13,Egypt,United Arab Emirates,1,1,Friendly,Home City,Egypt,false
2023-01-16,New Zealand,Brazil,0,1,Nations League,Home City,New Zealand,false
2024-10-29,Morocco,Ecuador,3,2,World Cup,Madrid,Morocco,true
2023-03-25,Nigeria,Denmark,1,1,World Cup,Doha,Nigeria,true
2024-02-06,Colombia,Qatar,5,1,Friendly,Home City,Colombia,false
2020-12-12,Egypt,Uruguay,2,1,Friendly,Home City,Egypt,false
2019-06-08,Brazil,Saudi Arabia,2,0,Nations League,Home City,Brazil,false
2023-06-20,Uruguay,Wales,1,0,WC Qualifier,Home City,Uruguay,false
2020-01-20,Italy,Canada,4,0,Friendly,Home City,Italy,false
2026-03-17,Nigeria,Chile,2,3,Nations League,Home City,Nigeria,false
2025-10-02,France,Colombia,2,0,Friendly,Home City,France,false
2021-11-22,Costa Rica,Jamaica,2,1,Continental Cup,Home City,Costa Rica,false
2024-05-22,New Zealand,Paraguay,1,1,Continental Cup,Home City,New Zealand,false
2024-01-01,Switzerland,Austria,1,1,Friendly,Home City,Switzerland,false
2025-04-03,Germany,Peru,2,0,WC Qualifier,Home City,Germany,false
2021-06-15,United Arab Emirates,Senegal,1,0,World Cup,London,United Arab Emirates,true
2023-06-02,Spain,Portugal,3,1,Continental Cup,Home City,Spain,false
2020-07-06,Serbia,Japan,0,2,WC Qualifier,Home City,Serbia,false
2025-11-29,Paraguay,Germany,1,2,Nations League,Home City,Paraguay,false
2024-06-22,Ecuador,Peru,1,0,Friendly,Home City,Ecuador,false
2025-12-03,Qatar,Ivory Coast,2,2,World Cup,Dubai,Qatar,true
2019-02-18,Iraq,Italy,2,1,WC Qualifier,Home City,Iraq,false
2023-05-07,Peru,Algeria,1,3,WC Qualifier,Home City,Peru,false
2021-08-25,Morocco,Canada,2,2,Nations League,Home City,Morocco,false
2018-02-11,Denmark,Nigeria,0,0,Continental Cup,Home City,Denmark,false
2023-06-21,United Arab Emirates,Japan,0,1,WC Qualifier,Home City,United Arab Emirates,false
2018-03-10,Paraguay,Egypt,0,2,World Cup,New York,Paraguay,true
2023-05-03,Austria,Netherlands,2,2,World Cup,Berlin,Austria,true
2023-04-23,Algeria,Australia,4,3,Nations League,Home City,Algeria,false
2019-03-01,New Zealand,Canada,2,0,World Cup,Berlin,New Zealand,true
2018-04-17,Panama,Uruguay,1,0,WC Qualifier,Home City,Panama,false
2024-10-09,South Korea,Jamaica,2,1,WC Qualifier,Home City,South Korea,false
2019-05-02,South Africa,Belgium,1,1,Continental Cup,Home City,South Africa,false
2018-09-07,Austria,Portugal,0,2,WC Qualifier,Home City,Austria,false
2023-03-20,Mexico,New Zealand,2,0,World Cup,Sydney,Mexico,true
2021-08-20,Paraguay,New Zealand,2,0,World Cup,Berlin,Paraguay,true
2019-05-10,Jamaica,Norway,0,2,Friendly,Home City,Jamaica,false
2022-07-31,Uruguay,France,3,0,World Cup,Sydney,Uruguay,true
2024-04-11,Wales,Serbia,0,0,Friendly,Home City,Wales,false
2026-04-27,Serbia,Egypt,1,1,Friendly,Home City,Serbia,false
2023-03-18,Ecuador,Tunisia,4,2,Friendly,Home City,Ecuador,false
2020-09-12,Belgium,Algeria,5,1,Friendly,Home City,Belgium,false
2023-02-20,Costa Rica,USA,2,0,World Cup,New York,Costa Rica,true
2025-06-06,England,Austria,2,0,World Cup,Sydney,England,true
2023-12-29,Iran,Norway,3,0,World Cup,Madrid,Iran,true
2024-04-27,Brazil,Morocco,2,2,WC Qualifier,Home City,Brazil,false
2024-11-14,Argentina,Algeria,3,0,Friendly,Home City,Argentina,false
2024-09-04,New Zealand,Chile,1,1,Nations League,Home City,New Zealand,false
2024-10-28,Italy,Australia,2,0,WC Qualifier,Home City,Italy,false
2025-12-10,United Arab Emirates,Spain,1,0,Continental Cup,Home City,United Arab Emirates,false
2022-12-17,Mexico,Iraq,2,1,Nations League,Home City,Mexico,false
2023-12-17,Panama,Ivory Coast,2,0,WC Qualifier,Home City,Panama,false
2022-12-01,Japan,Egypt,5,1,Friendly,Home City,Japan,false
2018-03-18,Costa Rica,Ecuador,0,0,Friendly,Home City,Costa Rica,false
2021-04-24,Sweden,Egypt,3,1,Friendly,Home City,Sweden,false
2023-04-01,Senegal,Australia,0,0,Friendly,Home City,Senegal,false
2019-02-28,Wales,Denmark,1,3,World Cup,London,Wales,true
2019-03-13,Croatia,Ecuador,1,0,Nations League,Home City,Croatia,false
2026-05-29,Peru,Serbia,0,4,Friendly,Home City,Peru,false
2024-06-14,Colombia,Uruguay,0,0,Continental Cup,Home City,Colombia,false
2021-06-01,Morocco,Japan,1,1,Continental Cup,Home City,Morocco,false
2020-09-02,Norway,Morocco,1,1,Continental Cup,Home City,Norway,false
2021-05-29,Nigeria,Ivory Coast,1,2,Nations League,Home City,Nigeria,false
2020-04-21,USA,Portugal,4,1,WC Qualifier,Home City,USA,false
2021-10-07,Italy,South Korea,2,1,WC Qualifier,Home City,Italy,false
2019-04-19,Panama,Switzerland,0,0,Nations League,Home City,Panama,false
2019-11-11,Peru,Brazil,0,3,World Cup,Berlin,Peru,true
2019-08-16,Chile,Italy,0,3,World Cup,Paris,Chile,true
2023-07-27,Colombia,Denmark,3,1,WC Qualifier,Home City,Colombia,false
2026-05-27,Iraq,Canada,2,1,Friendly,Home City,Iraq,false
2023-01-12,Brazil,Iran,6,0,Friendly,Home City,Brazil,false
2022-05-07,United Arab Emirates,Qatar,1,1,WC Qualifier,Home City,United Arab Emirates,false
2025-07-31,Peru,Germany,1,1,Friendly,Home City,Peru,false
2019-07-29,Paraguay,Morocco,0,3,WC Qualifier,Home City,Paraguay,false
2019-04-12,England,Morocco,2,1,Nations League,Home City,England,false
2021-05-02,Belgium,South Korea,3,0,Nations League,Home City,Belgium,false
2018-06-07,Panama,Serbia,0,2,Continental Cup,Home City,Panama,false
2024-10-22,Portugal,France,2,0,Friendly,Home City,Portugal,false
2019-11-05,Brazil,Tunisia,1,1,World Cup,Berlin,Brazil,true
2022-12-02,Croatia,Saudi Arabia,1,0,Nations League,Home City,Croatia,false
2024-02-15,United Arab Emirates,France,1,1,World Cup,Dubai,United Arab Emirates,true
2025-01-17,Cameroon,Canada,2,1,World Cup,Madrid,Cameroon,true
2021-11-26,Germany,Denmark,2,1,WC Qualifier,Home City,Germany,false
2021-06-19,Egypt,Tunisia,2,0,Nations League,Home City,Egypt,false
2023-09-19,Saudi Arabia,Sweden,3,2,Nations League,Home City,Saudi Arabia,false
2023-08-25,Costa Rica,Qatar,2,0,World Cup,London,Costa Rica,true
2021-04-26,Chile,Belgium,1,1,WC Qualifier,Home City,Chile,false
2018-06-28,Spain,Colombia,1,0,Continental Cup,Home City,Spain,false
2020-02-17,Japan,Serbia,0,0,World Cup,Madrid,Japan,true
2019-04-11,Colombia,Wales,3,1,Friendly,Home City,Colombia,false
2026-01-25,Cameroon,Iraq,3,2,World Cup,Berlin,Cameroon,true
2023-05-09,Costa Rica,South Africa,3,3,Friendly,Home City,Costa Rica,false
2018-03-19,Italy,Algeria,1,0,World Cup,New York,Italy,true
2025-08-01,Egypt,Ivory Coast,2,1,Friendly,Home City,Egypt,false
2020-10-11,Norway,Croatia,2,2,World Cup,Paris,Norway,true
2025-07-20,Chile,Japan,2,1,WC Qualifier,Home City,Chile,false
2025-02-24,Italy,Jamaica,3,0,Continental Cup,Home City,Italy,false
2024-10-29,Tunisia,Croatia,0,3,World Cup,Sydney,Tunisia,true
2025-06-19,Jamaica,Spain,1,2,Nations League,Home City,Jamaica,false
2020-04-29,Spain,Costa Rica,4,0,Continental Cup,Home City,Spain,false
2026-02-16,Costa Rica,Switzerland,1,4,World Cup,Berlin,Costa Rica,true
2023-05-04,Tunisia,Croatia,1,1,Friendly,Home City,Tunisia,false
2021-04-19,Tunisia,Panama,3,0,World Cup,London,Tunisia,true
2023-10-15,Saudi Arabia,Nigeria,3,0,World Cup,Paris,Saudi Arabia,true
2023-12-10,Austria,Egypt,6,0,WC Qualifier,Home City,Austria,false
2021-03-24,Qatar,Austria,1,1,Nations League,Home City,Qatar,false
2018-07-26,Germany,Jamaica,2,0,Nations League,Home City,Germany,false
2018-08-20,Uruguay,Egypt,3,0,Continental Cup,Home City,Uruguay,false
2020-10-19,Iraq,Paraguay,2,0,World Cup,Doha,Iraq,true
2020-08-15,Uruguay,Mexico,1,2,Continental Cup,Home City,Uruguay,false
2025-06-01,Colombia,Croatia,1,0,Friendly,Home City,Colombia,false
2021-06-27,Iraq,Netherlands,1,1,WC Qualifier,Home City,Iraq,false
2018-02-01,Senegal,Belgium,1,1,Friendly,Home City,Senegal,false
2024-04-05,Ecuador,Croatia,1,1,Nations League,Home City,Ecuador,false
2024-01-14,Qatar,Brazil,1,1,Nations League,Home City,Qatar,false
2025-06-03,Ivory Coast,Brazil,0,4,World Cup,Sydney,Ivory Coast,true
2025-10-09,France,Panama,2,1,Friendly,Home City,France,false
2023-04-14,Japan,Costa Rica,0,1,Continental Cup,Home City,Japan,false
2018-01-27,Peru,Uruguay,1,2,WC Qualifier,Home City,Peru,false
2022-06-13,Iraq,Peru,1,0,Friendly,Home City,Iraq,false
2024-01-22,Jamaica,Austria,0,2,WC Qualifier,Home City,Jamaica,false
2018-02-16,Croatia,Morocco,1,1,Friendly,Home City,Croatia,false
2024-04-03,Spain,Iraq,2,0,WC Qualifier,Home City,Spain,false
2022-02-01,Ivory Coast,Mexico,2,1,Nations League,Home City,Ivory Coast,false
2021-05-06,Brazil,Nigeria,1,1,Continental Cup,Home City,Brazil,false
2018-08-09,Senegal,Brazil,0,3,World Cup,New York,Senegal,true
2021-01-30,England,Senegal,0,1,World Cup,Sydney,England,true
2025-07-24,Senegal,Italy,1,3,Friendly,Home City,Senegal,false
2026-01-21,Uruguay,Italy,2,1,WC Qualifier,Home City,Uruguay,false
2021-01-27,Iran,USA,2,0,Friendly,Home City,Iran,false
2021-07-28,Japan,Italy,1,6,World Cup,Berlin,Japan,true
2023-03-12,Norway,England,2,0,World Cup,Madrid,Norway,true
2020-02-10,Switzerland,Colombia,2,0,Nations League,Home City,Switzerland,false
2025-09-01,South Korea,France,2,5,Friendly,Home City,South Korea,false
2022-01-20,Panama,Spain,0,3,World Cup,Doha,Panama,true
2021-04-04,Portugal,Colombia,0,1,World Cup,Madrid,Portugal,true
2022-07-26,South Korea,Colombia,0,0,Friendly,Home City,South Korea,false
2021-03-31,Denmark,Cameroon,2,0,Continental Cup,Home City,Denmark,false
2026-05-06,Tunisia,Mexico,0,3,WC Qualifier,Home City,Tunisia,false
2021-06-05,Mexico,Portugal,1,1,WC Qualifier,Home City,Mexico,false
2025-11-06,Nigeria,Japan,2,4,Continental Cup,Home City,Nigeria,false
2018-10-16,Paraguay,USA,1,1,World Cup,New York,Paraguay,true
2026-02-20,England,Nigeria,1,0,Friendly,Home City,England,false
2022-05-23,England,Colombia,2,0,Nations League,Home City,England,false
2022-01-17,Saudi Arabia,Egypt,1,0,World Cup,Dubai,Saudi Arabia,true
2026-02-03,Serbia,Mexico,1,0,WC Qualifier,Home City,Serbia,false
2022-02-16,Egypt,USA,2,3,Continental Cup,Home City,Egypt,false
2022-04-25,Canada,New Zealand,1,1,Continental Cup,Home City,Canada,false
2024-08-07,France,South Korea,4,1,WC Qualifier,Home City,France,false
2018-03-18,Sweden,Qatar,1,0,Nations League,Home City,Sweden,false
2025-12-26,Panama,Ecuador,3,1,Nations League,Home City,Panama,false
2021-05-12,Croatia,Spain,1,0,Friendly,Home City,Croatia,false
2024-01-22,Sweden,South Africa,3,0,Friendly,Home City,Sweden,false
2021-03-26,Saudi Arabia,South Korea,0,0,Continental Cup,Home City,Saudi Arabia,false
2022-09-27,Belgium,Mexico,1,1,Friendly,Home City,Belgium,false
2020-02-19,Canada,Algeria,1,2,World Cup,New York,Canada,true
2022-07-12,Denmark,Wales,3,1,Nations League,Home City,Denmark,false
2023-07-11,Portugal,Ivory Coast,0,0,Continental Cup,Home City,Portugal,false
2026-01-01,Argentina,Morocco,3,0,Nations League,Home City,Argentina,false
2024-12-12,New Zealand,United Arab Emirates,1,4,Friendly,Home City,New Zealand,false
2023-01-29,Uruguay,USA,1,0,WC Qualifier,Home City,Uruguay,false
2021-06-04,Peru,Egypt,2,0,Nations League,Home City,Peru,false
2024-05-03,Cameroon,Paraguay,0,2,Friendly,Home City,Cameroon,false
2019-06-23,Qatar,Spain,1,2,Nations League,Home City,Qatar,false
2023-07-06,Germany,Norway,0,0,Nations League,Home City,Germany,false
2023-06-23,USA,New Zealand,1,0,Nations League,Home City,USA,false
2021-07-26,Portugal,Peru,1,0,Friendly,Home City,Portugal,false
2025-10-16,Ivory Coast,Japan,1,0,World Cup,Paris,Ivory Coast,true
2022-06-04,USA,Norway,1,0,World Cup,Paris,USA,true
2022-04-16,Iraq,Brazil,0,3,World Cup,New York,Iraq,true
2025-10-25,Netherlands,Canada,2,1,Continental Cup,Home City,Netherlands,false
2019-04-04,Norway,Jamaica,2,0,WC Qualifier,Home City,Norway,false
2019-02-09,New Zealand,Paraguay,5,0,Continental Cup,Home City,New Zealand,false
2025-08-07,Italy,Austria,2,1,Continental Cup,Home City,Italy,false
2020-07-18,England,Croatia,3,2,Nations League,Home City,England,false
2023-04-15,Canada,Switzerland,0,2,Continental Cup,Home City,Canada,false
2018-05-08,Canada,Ivory Coast,2,1,Friendly,Home City,Canada,false
2022-01-27,Algeria,France,0,2,World Cup,Paris,Algeria,true
2019-02-26,South Africa,Switzerland,1,2,Continental Cup,Home City,South Africa,false
2025-08-31,Canada,Switzerland,4,0,Continental Cup,Home City,Canada,false
2025-02-04,South Africa,Serbia,1,1,World Cup,Berlin,South Africa,true
2021-01-25,Peru,Egypt,1,3,Nations League,Home City,Peru,false
2024-06-10,Egypt,Tunisia,1,0,Friendly,Home City,Egypt,false
2018-09-12,Australia,Jamaica,0,0,Friendly,Home City,Australia,false
2023-08-06,Nigeria,Egypt,1,1,World Cup,Sydney,Nigeria,true
2022-01-11,United Arab Emirates,Peru,3,0,Friendly,Home City,United Arab Emirates,false
2025-11-30,Denmark,Brazil,1,2,Nations League,Home City,Denmark,false
2020-04-12,Saudi Arabia,Austria,1,0,World Cup,Dubai,Saudi Arabia,true
2026-03-26,Ecuador,Tunisia,1,3,Friendly,Home City,Ecuador,false
2019-07-03,Chile,Algeria,2,2,Friendly,Home City,Chile,false
2025-08-19,Panama,Colombia,2,2,Continental Cup,Home City,Panama,false
2018-08-04,Morocco,Cameroon,0,0,Continental Cup,Home City,Morocco,false
2025-04-18,Austria,Cameroon,1,2,Continental Cup,Home City,Austria,false
2023-11-05,Spain,Morocco,2,2,WC Qualifier,Home City,Spain,false
2023-03-20,Spain,Japan,3,2,WC Qualifier,Home City,Spain,false
2021-07-11,Morocco,Croatia,1,0,Friendly,Home City,Morocco,false
2024-09-20,Tunisia,Ecuador,0,3,World Cup,Paris,Tunisia,true
2024-05-10,South Korea,Iran,5,3,WC Qualifier,Home City,South Korea,false
2020-01-05,Mexico,Panama,0,1,Friendly,Home City,Mexico,false
2019-07-01,Saudi Arabia,Egypt,3,2,Friendly,Home City,Saudi Arabia,false
2026-03-28,USA,Australia,0,3,Friendly,Home City,USA,false
2022-07-08,Costa Rica,Belgium,2,3,Continental Cup,Home City,Costa Rica,false
2018-11-20,Tunisia,Peru,3,2,Nations League,Home City,Tunisia,false
2024-05-04,Ecuador,Serbia,3,1,Continental Cup,Home City,Ecuador,false
2023-05-29,England,Brazil,5,0,Friendly,Home City,England,false
2018-09-18,Uruguay,Panama,6,0,Continental Cup,Home City,Uruguay,false
2024-09-06,Argentina,Switzerland,4,0,Continental Cup,Home City,Argentina,false
2026-03-02,Canada,Japan,0,1,World Cup,Berlin,Canada,true
2018-03-15,Australia,New Zealand,0,1,Friendly,Home City,Australia,false
2023-11-08,Qatar,Jamaica,3,0,Friendly,Home City,Qatar,false
2018-10-28,Japan,South Korea,1,0,Friendly,Home City,Japan,false
2021-06-17,Denmark,Panama,2,0,World Cup,Doha,Denmark,true
2024-11-11,Colombia,Qatar,2,1,Friendly,Home City,Colombia,false
2022-03-26,Italy,Sweden,2,0,Nations League,Home City,Italy,false
2019-05-26,United Arab Emirates,Iran,2,0,Continental Cup,Home City,United Arab Emirates,false
2025-10-30,France,Canada,2,0,World Cup,London,France,true
2018-10-14,Netherlands,Paraguay,2,0,Friendly,Home City,Netherlands,false
2023-07-23,Austria,Croatia,4,3,Continental Cup,Home City,Austria,false
2025-09-24,South Africa,Portugal,2,4,Continental Cup,Home City,South Africa,false
2019-11-02,Spain,Costa Rica,5,1,Friendly,Home City,Spain,false
2020-01-03,Jamaica,South Africa,2,1,WC Qualifier,Home City,Jamaica,false
2019-01-26,Norway,Switzerland,2,1,Nations League,Home City,Norway,false
2023-12-19,Saudi Arabia,Switzerland,0,0,Continental Cup,Home City,Saudi Arabia,false
2018-05-27,Paraguay,South Korea,0,0,World Cup,New York,Paraguay,true
2021-07-21,Colombia,Serbia,1,2,Nations League,Home City,Colombia,false
2021-03-14,Tunisia,England,0,0,Continental Cup,Home City,Tunisia,false
2024-07-29,Wales,Saudi Arabia,1,0,WC Qualifier,Home City,Wales,false
2023-03-25,Italy,Uruguay,0,0,Continental Cup,Home City,Italy,false
2025-02-16,Paraguay,Saudi Arabia,2,1,WC Qualifier,Home City,Paraguay,false
2022-05-06,Paraguay,Australia,3,4,World Cup,New York,Paraguay,true
2021-11-18,Iran,Argentina,3,2,World Cup,Sydney,Iran,true
2021-02-22,Morocco,Egypt,0,2,World Cup,Doha,Morocco,true
2019-06-02,Colombia,Wales,2,2,Continental Cup,Home City,Colombia,false
2026-01-25,United Arab Emirates,Cameroon,2,2,World Cup,Doha,United Arab Emirates,true
2018-10-14,Switzerland,Portugal,0,1,Continental Cup,Home City,Switzerland,false
2018-03-15,Canada,France,0,2,Continental Cup,Home City,Canada,false
2020-11-13,Denmark,Spain,0,1,World Cup,Berlin,Denmark,true
2025-06-09,Argentina,England,4,1,WC Qualifier,Home City,Argentina,false
2023-04-22,Algeria,Chile,4,2,World Cup,London,Algeria,true
2023-09-22,Switzerland,New Zealand,0,0,Continental Cup,Home City,Switzerland,false
2022-03-01,New Zealand,Sweden,2,3,Friendly,Home City,New Zealand,false
2026-04-16,Senegal,Iraq,0,0,World Cup,Berlin,Senegal,true
2025-12-05,Brazil,Iraq,4,0,Nations League,Home City,Brazil,false
2026-03-25,South Africa,Wales,2,2,Nations League,Home City,South Africa,false
2018-03-27,Norway,Morocco,0,1,Continental Cup,Home City,Norway,false
2023-10-27,England,Netherlands,3,1,Friendly,Home City,England,false
2021-01-29,Senegal,Mexico,2,1,Friendly,Home City,Senegal,false
2023-11-16,Iraq,Austria,0,1,Nations League,Home City,Iraq,false
2021-05-15,Nigeria,Chile,3,1,Continental Cup,Home City,Nigeria,false
2024-12-16,Wales,Saudi Arabia,2,0,Friendly,Home City,Wales,false
2020-09-27,Costa Rica,South Africa,1,1,Nations League,Home City,Costa Rica,false
2025-05-31,Uruguay,Sweden,4,1,World Cup,Dubai,Uruguay,true
2023-10-01,Saudi Arabia,Jamaica,2,1,Nations League,Home City,Saudi Arabia,false
2024-07-29,Panama,Cameroon,1,3,WC Qualifier,Home City,Panama,false
2026-04-06,France,Iran,1,0,Nations League,Home City,France,false
2023-04-13,Denmark,Wales,3,1,WC Qualifier,Home City,Denmark,false
2025-05-29,Morocco,Serbia,3,0,Continental Cup,Home City,Morocco,false
2023-01-14,Ivory Coast,South Africa,0,1,WC Qualifier,Home City,Ivory Coast,false
2021-03-17,Tunisia,Iraq,2,3,WC Qualifier,Home City,Tunisia,false
2024-09-18,Iraq,Chile,1,0,Friendly,Home City,Iraq,false
2018-11-02,Germany,Uruguay,4,0,Continental Cup,Home City,Germany,false
2020-07-19,Ivory Coast,Saudi Arabia,2,0,WC Qualifier,Home City,Ivory Coast,false
2018-05-17,Panama,Netherlands,2,1,Friendly,Home City,Panama,false
